,loss,categorical_accuracy
0,6.97892427444458,0.029014084488153458
1,6.344127178192139,0.03480885177850723
2,6.308476448059082,0.03432595729827881
3,6.296290874481201,0.03424547240138054
4,6.289666175842285,0.03505030274391174
5,6.284386157989502,0.03476861119270325
6,6.280887603759766,0.03541247546672821
7,6.340476036071777,0.034366197884082794
8,6.28919792175293,0.0348893366754055
9,6.288517475128174,0.034688130021095276
10,6.28781270980835,0.034969817847013474
11,6.287801265716553,0.034446679055690765
12,6.286659240722656,0.03492957726120949
13,6.286553859710693,0.034607645124197006
14,6.285904884338379,0.034527163952589035
15,6.285956859588623,0.035130783915519714
16,6.285173416137695,0.0348893366754055
17,6.2848711013793945,0.03480885177850723
18,6.284848690032959,0.03480885177850723
19,6.284207344055176,0.034688130021095276
20,6.284308433532715,0.03480885177850723
21,6.284001350402832,0.035130783915519714
22,6.283713340759277,0.034969817847013474
23,6.28390645980835,0.034607645124197006
24,6.283495903015137,0.0351710245013237
25,6.283843040466309,0.034285712987184525
26,6.283219337463379,0.034688130021095276
27,6.283713340759277,0.034969817847013474
28,6.2834153175354,0.034607645124197006
29,6.282702922821045,0.03476861119270325
30,6.283261299133301,0.034969817847013474
31,6.283027648925781,0.035130783915519714
32,6.2826924324035645,0.035130783915519714
33,6.28264856338501,0.0340845063328743
34,6.282572269439697,0.035130783915519714
35,6.282514572143555,0.035130783915519714
36,6.2824811935424805,0.034969817847013474
37,6.282626152038574,0.03472837060689926
38,6.282508850097656,0.034124746918678284
39,6.282386302947998,0.035130783915519714
40,6.281655788421631,0.03484909608960152
41,6.282209396362305,0.034969817847013474
42,6.282140254974365,0.03509054332971573
43,6.2821855545043945,0.03492957726120949
44,6.2821478843688965,0.034285712987184525
45,6.281903266906738,0.03501006215810776
46,6.28253698348999,0.035130783915519714
47,6.282228469848633,0.03448692336678505
48,6.282175540924072,0.03501006215810776
49,6.281740665435791,0.034688130021095276
50,6.281841278076172,0.03492957726120949
51,6.281956672668457,0.03509054332971573
52,6.281387805938721,0.035130783915519714
53,6.28184175491333,0.035130783915519714
54,6.281935214996338,0.03484909608960152
55,6.281742095947266,0.0348893366754055
56,6.2819695472717285,0.03525150939822197
57,6.281261920928955,0.034607645124197006
58,6.281457901000977,0.03472837060689926
59,6.281435012817383,0.035130783915519714
60,6.28164529800415,0.035130783915519714
61,6.281378746032715,0.03509054332971573
62,6.281494617462158,0.03509054332971573
63,6.281800270080566,0.03541247546672821
64,6.2813334465026855,0.03509054332971573
65,6.281646251678467,0.03492957726120949
66,6.2812275886535645,0.035533200949430466
67,6.281326770782471,0.034688130021095276
68,6.281313419342041,0.034969817847013474
