epoch,loss,accuracy
0,6.623826503753662,0.03130784630775452
1,6.200466156005859,0.04394366219639778
2,5.937148571014404,0.05730382353067398
3,5.675188064575195,0.07710261642932892
4,5.4385905265808105,0.0902213305234909
5,5.22445011138916,0.10084506869316101
6,5.0249104499816895,0.11199194937944412
7,4.8353657722473145,0.12611669301986694
8,4.653131008148193,0.14028169214725494
9,4.475406169891357,0.15657947957515717
10,4.299507141113281,0.17569416761398315
11,4.12835693359375,0.20060361921787262
12,3.9603264331817627,0.22861166298389435
13,3.8006818294525146,0.2549698054790497
14,3.645655393600464,0.2826559245586395
15,3.5005979537963867,0.3083299696445465
16,3.363457202911377,0.32832998037338257
17,3.238337755203247,0.35424548387527466
18,3.1203219890594482,0.37251508235931396
19,3.00876784324646,0.3950502872467041
20,2.9052672386169434,0.41641852259635925
21,2.8083901405334473,0.43875250220298767
22,2.7158401012420654,0.45348089933395386
23,2.6315112113952637,0.4732796847820282
24,2.549175977706909,0.48925554752349854
25,2.475639581680298,0.5044667720794678
26,2.404491901397705,0.5193963646888733
27,2.3364784717559814,0.5329174995422363
28,2.27242112159729,0.5444265604019165
29,2.2130489349365234,0.5589134693145752
30,2.1600496768951416,0.5673641562461853
31,2.1088290214538574,0.5749698281288147
32,2.0598275661468506,0.5874848961830139
33,2.0141453742980957,0.5959356427192688
34,1.9736735820770264,0.6037827134132385
35,1.933329701423645,0.6106237173080444
36,1.8956122398376465,0.6192756295204163
37,1.8630030155181885,0.6245473027229309
38,1.831419825553894,0.630744457244873
39,1.8003709316253662,0.6342454552650452
40,1.7728468179702759,0.6425754427909851
41,1.7456209659576416,0.645150899887085
42,1.723915696144104,0.6511066555976868
43,1.702773094177246,0.6542052030563354
44,1.6851974725723267,0.6546881198883057
45,1.6597089767456055,0.6606438755989075
46,1.6430131196975708,0.6625754237174988
47,1.6283212900161743,0.6628571152687073
48,1.6123335361480713,0.6665593385696411
49,1.5970375537872314,0.6676861047744751
50,1.5825676918029785,0.6717907190322876
51,1.570183277130127,0.6724346280097961
52,1.5588319301605225,0.675452709197998
53,1.5474138259887695,0.6739637851715088
54,1.5419775247573853,0.6756137013435364
55,1.5309125185012817,0.6773038506507874
56,1.5177847146987915,0.6779879331588745
57,1.5105621814727783,0.6787122488021851
58,1.5025999546051025,0.6792353987693787
59,1.4976760149002075,0.68152916431427
60,1.4912655353546143,0.6811670064926147
61,1.482125997543335,0.6817303895950317
62,1.478703498840332,0.6810060143470764
63,1.4766960144042969,0.6822937726974487
64,1.4678747653961182,0.6832595467567444
65,1.4633445739746094,0.6824144721031189
66,1.4576189517974854,0.6828169226646423
67,1.4551730155944824,0.6822535395622253
68,1.4495437145233154,0.6828571557998657
69,1.4477699995040894,0.6837022304534912
70,1.4454360008239746,0.6833400130271912
71,1.440470814704895,0.6835814714431763
72,1.4394919872283936,0.6833803057670593
73,1.4330772161483765,0.6844667792320251
74,1.4300850629806519,0.6852313876152039
75,1.4301668405532837,0.6830583214759827
76,1.4292054176330566,0.6840643882751465
77,1.4240469932556152,0.6848289966583252
78,1.4227309226989746,0.6848289966583252
79,1.4207695722579956,0.683219313621521
80,1.4175682067871094,0.6846680045127869
81,1.416951060295105,0.6850301623344421
82,1.4134597778320312,0.6862373948097229
83,1.4136593341827393,0.6849496960639954
84,1.4115214347839355,0.6835814714431763
85,1.4142496585845947,0.6839839220046997
86,1.4126664400100708,0.6845875382423401
87,1.4065862894058228,0.6847484707832336
88,1.4032316207885742,0.6859557628631592
89,1.4036240577697754,0.6843058466911316
90,1.4031238555908203,0.6847082376480103
91,1.4056479930877686,0.6834607720375061
92,1.4042258262634277,0.6835814714431763
93,1.4013993740081787,0.6848692297935486
94,1.4010653495788574,0.6832595467567444
95,1.3989604711532593,0.6844265460968018
96,1.398389220237732,0.6839033961296082
97,1.3972910642623901,0.6841850876808167
98,1.3962681293487549,0.6855533123016357
99,1.3953992128372192,0.6840643882751465
100,1.3958239555358887,0.6847484707832336
101,1.3943270444869995,0.6843058466911316
102,1.392625331878662,0.6852313876152039
103,1.39138662815094,0.6859557628631592
104,1.389625906944275,0.6849496960639954
105,1.3899588584899902,0.6846277713775635
106,1.3897409439086914,0.6853118538856506
107,1.3905175924301147,0.684346079826355
108,1.3883531093597412,0.6850703954696655
109,1.389835238456726,0.6834205389022827
110,1.3882380723953247,0.6844667792320251
111,1.3865541219711304,0.6851911544799805
112,1.385912299156189,0.6855130791664124
113,1.385805606842041,0.6845070719718933
114,1.385817050933838,0.6837424635887146
115,1.3902356624603271,0.6834205389022827
116,1.3851854801177979,0.685352087020874
117,1.3817845582962036,0.6855130791664124
118,1.3821444511413574,0.6843863129615784
119,1.3828197717666626,0.6848692297935486
120,1.381656289100647,0.6844667792320251
